"acceleration","Attribute1","Attribute2","Attribute3","Attribute4","Attribute5","Attribute6","Attribute7","Attribute8","Attribute9","Attribute10","Attribute11","Attribute12","Attribute13","Attribute14"
11.7,"nominal1","nominal7",1587,81,"nominal9",15.1,0.532,9999,9999,195,0.954,37.6,34.1,3.37
11.7,"nominal1","nominal7",1781,92,"nominal9",15.4,0.679,9999,8,200,1.26,26.1,33.6,3.445
11.7,"nominal1","nominal7",1597,73,"nominal9",17.7,0.588,9999,9999,176,0.815,32.7,36,3.153
11.7,"nominal3","nominal7",3947,136,"nominal10",15.4,9999,9999,9999,170,0.689,29.8,52,2.6
11.7,"nominal1","nominal7",1590,77,"nominal10",16.3,9999,9999,9999,165,0.881,25.5,30.2,3.969
11.7,"nominal3","nominal7",3497,149,"nominal10",12.9,1088,9999,9999,185,0.816,35,45.3,3.143
11.7,"nominal1","nominal7",1998,94,"nominal11",14.5,9999,9999,9999,180,0.847,42.4,39.4,2.835
11.7,"nominal3","nominal7",4664,173,"nominal10",13.1,9999,9999,9999,175,9999,9999,9999,3.238
11.8,"nominal1","nominal8",2188,83,"nominal9",17.2,0.621,9999,9999,195,0.992,18.5,45.7,2.5
11.8,"nominal1","nominal7",1396,62,"nominal9",16.3,9999,9999,9999,180,0.94,37.3,33.2,3.215
11.8,"nominal1","nominal7",1590,85,"nominal9",13.2,9999,9999,9999,190,0.958,44.9,31.5,3.364
11.8,"nominal1","nominal7",1489,65,"nominal9",16.7,9999,9999,9999,173,0.924,31.1,34,3.22
11.8,"nominal1","nominal7",1840,74,"nominal9",15.8,0.658,9999,9999,182,0.797,34.2,41.5,2.732
11.8,"nominal1","nominal7",1840,74,"nominal9",16.1,0.658,9999,9999,182,0.797,34.2,41.5,2.732
11.8,"nominal3","nominal7",1994,92,"nominal9",15.1,9999,9999,9999,188,0.85,35.5,39.5,2.852
11.8,"nominal1","nominal7",1398,71,"nominal9",14.7,9999,9999,9999,185,0.956,32.6,32.3,3.37
11.8,"nominal1","nominal7",1398,71,"nominal9",14.6,9999,9999,9999,185,0.956,32.6,32.3,3.37
11.8,"nominal1","nominal7",1398,71,"nominal9",15.3,9999,9999,9999,185,0.956,32.6,32.3,3.37
11.8,"nominal1","nominal7",1998,97,"nominal9",15.2,0.741,9999,9999,198,1.37,32.7,34.7,3.344
11.8,"nominal1","nominal7",1398,71,"nominal9",15.3,9999,9999,9999,185,0.956,32.6,32.3,3.37
11.8,"nominal1","nominal7",2792,128,"nominal11",13.4,0.831,9999,7.9,199,0.978,33.1,35.1,3.268
11.8,"nominal3","nominal7",2351,110,"nominal11",14.6,1004,9999,9999,185,0.949,26.6,35.5,3.338
11.8,"nominal1","nominal7",1840,74,"nominal11",17.7,0.772,9999,9999,175,0.876,27.1,36.3,3
11.8,"nominal5","nominal7",3494,158,"nominal10",12.9,9999,9999,9999,180,0.823,24.2,40.5,3.388
11.9,"nominal1","nominal7",1598,75,"nominal9",14.3,0.713,5.5,8.2,180,0.881,31,38.9,2.711
11.9,"nominal1","nominal8",1896,85,"nominal9",15.6,0.65,9999,9999,196,0.968,19.5,50.6,2.294
11.9,"nominal2","nominal7",1895,77,"nominal9",15.3,0.647,9999,9999,190,1.14,20.9,35.4,3.2
11.9,"nominal1","nominal7",1595,74,"nominal9",15.6,0.651,9999,8,185,1.9,27.2,31.6,3.4
11.9,"nominal1","nominal7",1762,81,"nominal9",15.6,0.7,9999,9999,194,1.35,33.6,34.1,3.328
11.9,"nominal1","nominal8",1870,72,"nominal9",15.1,0.627,9999,9999,186,1.312,14.4,35.4,3.75
11.9,"nominal1","nominal7",1997,100,"nominal9",12.8,9999,9999,9999,200,0.851,44.2,39.2,2.878
11.9,"nominal1","nominal7",1498,65,"nominal9",17.5,9999,9999,9999,177,0.994,31.1,32.4,3.366
11.9,"nominal1","nominal7",1498,65,"nominal9",17.7,0.592,9999,9999,177,0.994,31.1,32.4,3.366
11.9,"nominal1","nominal7",1595,74,"nominal9",16.4,0.678,9999,7.8,188,1.45,30,32.1,3.613
11.9,"nominal1","nominal7",1595,74,"nominal9",16.6,0.678,9999,9999,188,1.45,30,32.1,3.613
11.9,"nominal1","nominal7",1598,79,"nominal9",16.3,0.696,9999,9999,187,0.891,30.2,36.5,3.183
11.9,"nominal1","nominal7",1581,76,"nominal9",17,9999,9999,9999,185,1.29,31.1,31.3,3.712
11.9,"nominal1","nominal8",1910,77,"nominal9",17.5,9999,9999,9999,185,1.19,18.2,45.4,2.558
11.9,"nominal1","nominal7",1587,81,"nominal9",15.3,0.589,9999,9999,190,0.929,37.6,34.1,3.37
11.9,"nominal3","nominal8",2688,120,"nominal10",17,1061,5,8.2,185,0.927,12.6,47.5,2.865
11.9,"nominal1","nominal7",2295,107,"nominal11",15.7,0.884,9999,9999,187,1.7,23.1,33.7,3.396
11.9,"nominal3","nominal7",1795,88,"nominal10",15.7,1.02,9999,9999,165,0.642,25.4,46.3,2.726
11.9,"nominal3","nominal7",1795,88,"nominal10",16.2,1.01,9999,9999,165,0.642,25.4,46.3,2.726
12,"nominal2","nominal7",1998,100,"nominal9",15,0.64,5,7.7,204,1.18,27.9,36.4,3.175
12,"nominal1","nominal7",1390,55,"nominal9",16.3,0.602,9999,9999,173,9999,9999,9999,3.143
12,"nominal2","nominal8",2497,96,"nominal9",17.4,0.685,9999,9999,200,0.984,19.8,45.1,2.622
12,"nominal1","nominal8",1995,74,"nominal9",17.6,0.609,9999,9999,188,0.943,17.4,46.4,2.55
12,"nominal1","nominal8",1995,74,"nominal9",17.8,0.589,9999,9999,188,0.943,17.4,46.4,2.55
12,"nominal1","nominal8",1995,74,"nominal9",17.8,0.629,9999,9999,188,0.943,17.4,46.4,2.55
12,"nominal1","nominal7",1598,55,"nominal9",17.5,0.679,9999,9999,170,1.55,27.1,35.8,2.875
12,"nominal1","nominal7",1361,55,"nominal9",18.5,0.634,9999,9999,175,0.98,24.8,32.4,3.287
12,"nominal1","nominal7",1581,76,"nominal9",14.3,9999,9999,9999,184,0.812,41.3,39.4,2.687
12,"nominal1","nominal8",1929,66,"nominal9",19.1,9999,9999,9999,180,1.8,21.2,43.6,2.51
12,"nominal4","nominal7",995,56,"nominal9",15.2,9999,9999,9999,180,0.728,13.4,43.4,2.47
12,"nominal1","nominal7",1991,85,"nominal9",14.2,0.658,9999,9999,185,0.727,47.7,42.4,2.676
12,"nominal1","nominal7",1991,85,"nominal9",14.4,0.658,9999,9999,185,0.727,47.7,42.4,2.676
12,"nominal1","nominal7",1275,55,"nominal9",15.6,0.651,9999,9999,170,0.823,31.2,34.4,2.945
12,"nominal1","nominal8",1753,66,"nominal9",18.1,0.64,9999,9999,177,1.18,20.3,38.6,2.741
12,"nominal1","nominal7",1598,74,"nominal9",15.7,0.645,9999,9999,183,0.874,30,34.9,3.329
12,"nominal1","nominal7",1762,81,"nominal9",14.8,0.683,9999,9999,193,0.98,35.4,38.6,2.821
12,"nominal1","nominal7",1998,113,"nominal9",12.6,9999,9999,9999,205,0.78,45.5,44.5,2.66
12,"nominal1","nominal7",1998,103,"nominal9",13.3,0.588,9999,9999,195,0.532,56,63.2,1.796
12,"nominal1","nominal7",1998,103,"nominal9",13.3,0.588,9999,9999,195,0.536,55.6,62.8,1.796
12,"nominal1","nominal7",1796,85,"nominal11",15.5,0.78,9999,9999,184,1.94,25.3,31.1,3.729
12,"nominal1","nominal7",1781,110,"nominal11",15.1,0.831,9999,8.1,194,1.49,14,33.6,3.49
12,"nominal1","nominal7",2254,110,"nominal11",13.5,9999,9999,9999,185,0.857,46,37.9,3.125
12,"nominal1","nominal7",2254,110,"nominal11",13.5,9999,9999,9999,185,0.857,46,37.9,3.125
12,"nominal3","nominal8",3200,121,"nominal10",17.2,1088,9999,9999,170,9999,9999,9999,3.1
12,"nominal3","nominal7",1994,92,"nominal10",15.4,0.855,9999,9999,167,0.734,36.4,40.6,3.81
12,"nominal3","nominal7",1998,94,"nominal10",13.1,9999,9999,9999,167,9999,9999,9999,3.145
12.1,"nominal2","nominal8",2148,85,"nominal9",16.8,9999,9999,9999,203,0.95,12.3,53.4,2.173
12.1,"nominal2","nominal8",2148,85,"nominal9",17.1,9999,9999,9999,198,0.967,14.4,48.7,2.382
12.1,"nominal1","nominal8",1896,66,"nominal9",17,9999,9999,9999,180,0.962,18.4,46.8,2.264
12.1,"nominal3","nominal8",1896,81,"nominal9",17.4,0.602,9999,8.1,194,1.69,16.2,43.7,2.656
12.1,"nominal1","nominal8",2446,95,"nominal9",16.6,0.66,9999,9999,201,1.28,17.1,45.4,2.64
12.1,"nominal1","nominal7",1597,73,"nominal9",15.8,9999,9999,9999,190,0.979,31.9,33.7,3.228
12.1,"nominal1","nominal7",1597,73,"nominal9",16.1,9999,9999,9999,190,0.979,31.9,33.7,3.228
12.1,"nominal1","nominal7",1299,63,"nominal9",14.3,9999,9999,9999,175,0.959,32.6,30.4,3.56
12.1,"nominal2","nominal7",1998,100,"nominal9",13.9,0.68,5.2,7.9,197,0.886,34.2,40.4,2.872
12.1,"nominal1","nominal7",1988,96,"nominal9",13.9,0.697,9999,9999,186,0.82,39.5,41.4,2.75
12.1,"nominal1","nominal7",1493,84,"nominal9",13.3,9999,9999,9999,190,0.753,45.3,38.8,2.729
12.1,"nominal1","nominal7",1991,85,"nominal9",15.4,0.772,9999,9999,179,0.74,47.7,42.4,2.676
12.1,"nominal1","nominal7",1998,97,"nominal11",16,0.942,9999,9999,186,0.976,31.2,34.6,3.352
12.1,"nominal1","nominal7",1998,97,"nominal11",16,0.942,9999,9999,186,0.925,34.4,36.6,3.237
12.1,"nominal1","nominal7",1998,97,"nominal11",16,0.942,9999,9999,186,0.925,34.4,36.6,3.237
12.1,"nominal3","nominal7",1998,94,"nominal10",13.8,9999,9999,9999,167,9999,9999,9999,3.145
12.2,"nominal2","nominal7",1895,87,"nominal9",15.2,0.577,9999,8.6,202,1.15,42.5,36.2,3.2
12.2,"nominal1","nominal8",1422,55,"nominal9",17.5,0.659,9999,9999,170,0.939,21.6,45.3,2.264
12.2,"nominal1","nominal7",1581,76,"nominal9",14.7,9999,9999,9999,180,0.789,41.6,39.7,2.687
12.2,"nominal1","nominal8",1910,59,"nominal9",17.6,9999,9999,9999,170,1.169,14.3,48.5,2.186
12.2,"nominal1","nominal8",1910,59,"nominal9",17.9,9999,9999,9999,170,1.169,14.3,48.5,2.186
12.2,"nominal1","nominal7",1493,84,"nominal9",12.5,9999,9999,9999,177,0.754,51.4,36.1,2.932
12.2,"nominal1","nominal8",1998,66,"nominal9",19,9999,9999,9999,178,0.947,27.8,47,2.319
12.2,"nominal1","nominal7",1840,84,"nominal9",14.4,9999,9999,9999,175,0.723,41.8,40.3,2.71
12.2,"nominal1","nominal8",1998,66,"nominal9",19.2,0.592,9999,9999,178,0.947,27.8,47,2.319
12.2,"nominal1","nominal7",1762,81,"nominal9",15.2,0.532,9999,9999,185,0.852,26.6,38.8,2.96
12.2,"nominal1","nominal7",1762,81,"nominal9",15.5,0.532,9999,9999,185,0.852,26.6,38.8,2.96
12.2,"nominal1","nominal7",1597,70,"nominal9",15.7,9999,9999,9999,169,0.78,41.8,43.4,2.4
12.2,"nominal1","nominal7",1597,70,"nominal9",15.7,9999,9999,9999,169,0.78,41.8,43.4,2.4
12.2,"nominal1","nominal8",1896,85,"nominal9",16.1,0.067,9999,9999,192,0.948,19.5,50.6,2.294
12.2,"nominal2","nominal7",1991,110,"nominal9",14.5,0.651,9999,9999,209,0.86,31,43.9,2.694
12.2,"nominal1","nominal7",1997,100,"nominal9",13.3,9999,9999,9999,190,0.754,47.3,42,2.684
12.2,"nominal3","nominal7",1994,92,"nominal9",15.5,9999,9999,9999,180,0.813,35.5,39.5,2.852
12.2,"nominal2","nominal7",1998,93,"nominal11",16.2,9999,9999,9999,170,0.878,35.4,32.3,3.575
12.3,"nominal2","nominal7",1998,100,"nominal9",14.7,0.586,5.3,8.2,202,0.891,34.8,41.2,2.872
12.3,"nominal1","nominal8",1422,55,"nominal9",18,0.605,9999,9999,173,9999,9999,9999,2.576
12.3,"nominal1","nominal7",1984,85,"nominal9",14.5,0.651,9999,8.5,189,1.12,24.6,34.6,3.64
12.3,"nominal1","nominal8",1870,72,"nominal9",14.9,0.617,9999,9999,183,1.76,17.3,42.5,2.5
12.3,"nominal1","nominal8",1870,72,"nominal9",14.7,0.637,9999,9999,183,1.76,17.3,42.5,2.5
12.3,"nominal1","nominal7",1242,59,"nominal9",16.3,9999,9999,9999,165,0.872,37.5,37.9,2.798
12.3,"nominal1","nominal7",1242,59,"nominal9",16.3,9999,9999,9999,165,0.611,37.5,54,1.961
12.3,"nominal1","nominal7",1597,66,"nominal9",15.1,9999,9999,9999,180,0.892,36.8,36.7,2.878
12.3,"nominal1","nominal8",2184,81,"nominal9",16.3,9999,9999,9999,185,0.895,19.5,51.7,2.195
12.3,"nominal3","nominal7",1597,70,"nominal9",16.4,0.683,9999,9999,175,0.984,28.7,34.2,3.218
12.3,"nominal1","nominal7",1793,82,"nominal9",14,9999,9999,9999,185,0.811,43.3,39.3,2.683
12.3,"nominal3","nominal8",1896,81,"nominal9",17.9,0.667,9999,8.3,188,1.1,16.2,45.2,2.567
12.3,"nominal1","nominal7",1781,110,"nominal11",15.3,0.831,9999,9999,189,0.82,21.2,41.9,2.8
12.4,"nominal1","nominal8",1896,66,"nominal9",18,0.639,9999,8.4,181,1.65,17.2,45.3,2.562
12.4,"nominal2","nominal7",1895,77,"nominal9",16.7,0.597,9999,9999,200,1.5,21.2,35.9,3.2
12.4,"nominal1","nominal7",1984,85,"nominal9",14.8,0.633,9999,8.5,192,1.42,23.2,35.4,3.278
12.4,"nominal1","nominal8",1896,81,"nominal9",16.1,0.633,9999,8.1,190,0.94,24.6,48.7,2.383
12.4,"nominal1","nominal7",1493,84,"nominal9",12.2,9999,9999,9999,172,0.733,51.4,36.1,2.932
12.4,"nominal1","nominal7",1834,92,"nominal9",13.2,9999,9999,9999,200,0.928,36.8,39.2,2.878
12.4,"nominal1","nominal7",1834,92,"nominal9",13.4,9999,9999,9999,200,0.928,36.8,39.2,2.878
12.4,"nominal1","nominal7",1834,92,"nominal9",13.4,9999,9999,9999,200,0.928,36.8,39.2,2.878
12.4,"nominal1","nominal7",1834,92,"nominal9",13.8,9999,9999,9999,200,0.928,36.8,39.2,2.878
12.4,"nominal1","nominal7",1991,100,"nominal9",12.2,0.658,9999,9999,195,0.798,47.4,42.1,2.676
12.4,"nominal1","nominal7",1991,100,"nominal9",12.2,0.658,9999,9999,195,0.798,47.4,42.1,2.676
12.4,"nominal1","nominal7",1597,83,"nominal9",12.8,9999,9999,9999,175,0.757,46.4,38.5,2.7
12.4,"nominal1","nominal7",1762,81,"nominal9",15.7,0.589,9999,9999,180,0.829,26.6,38.8,2.96
12.4,"nominal1","nominal8",1910,77,"nominal11",17.8,0.739,9999,9999,170,1.25,13,41.5,2.736
12.5,"nominal1","nominal8",1689,66,"nominal9",16.4,0.736,5.1,8.5,175,0.992,14.3,42,2.513
12.5,"nominal1","nominal8",1689,66,"nominal9",16.4,0.736,5.1,8.5,175,0.992,14.3,42,2.513
12.5,"nominal2","nominal8",2151,85,"nominal9",17.9,0.586,4.7,8.5,199,0.87,12.1,54.5,2.173
12.5,"nominal2","nominal8",2151,85,"nominal9",18.2,0.586,4.5,7.8,197,0.944,14.2,49.7,2.382
12.5,"nominal2","nominal7",1998,100,"nominal9",15.4,0.64,5.6,8.5,201,0.97,31.5,40.3,2.872
12.5,"nominal2","nominal8",2497,96,"nominal9",17.7,0.685,9999,9999,195,0.913,26.4,47.4,2.494
12.5,"nominal1","nominal7",1598,74,"nominal9",16.3,0.557,9999,9999,193,1.46,26.4,30.7,3.667
12.5,"nominal1","nominal7",1799,85,"nominal9",15,0.557,9999,9999,198,0.985,33.1,37.2,3.28
12.5,"nominal1","nominal7",1598,74,"nominal9",16.5,0.557,9999,9999,193,1.46,26.4,30.7,3.667
12.5,"nominal1","nominal7",1799,85,"nominal9",15.2,0.557,9999,9999,198,0.985,33.1,37.2,3.28
12.5,"nominal1","nominal7",1595,74,"nominal9",14.9,9999,9999,9999,184,1.42,32.7,31.5,3.361
12.5,"nominal1","nominal7",1595,74,"nominal9",16.6,0.581,9999,8.1,192,1.122,27.7,32.3,3.595
12.5,"nominal1","nominal7",1781,92,"nominal9",14.2,0.581,9999,8.5,201,1.44,29.1,33.2,3.498
12.5,"nominal1","nominal8",1997,80,"nominal9",18,0.686,9999,9999,191,1.33,15.2,46.2,2.478
12.5,"nominal1","nominal8",1997,80,"nominal9",18.8,0.686,9999,9999,191,1.33,15.2,46.2,2.478
12.5,"nominal1","nominal7",1762,81,"nominal9",15.6,0.63,9999,9999,194,0.894,36.2,39.5,2.941
12.5,"nominal1","nominal7",1598,66,"nominal9",15.8,0.627,9999,9999,173,0.753,45.9,45.9,2.322
12.5,"nominal1","nominal8",1870,72,"nominal9",18.2,0.621,9999,9999,185,1.124,16.7,41.1,2.822
12.5,"nominal1","nominal7",1731,85,"nominal9",15.2,9999,9999,9999,190,1.3,38.5,34.5,3.162
12.5,"nominal1","nominal7",1242,60,"nominal9",16.8,9999,9999,9999,173,1.2,30.8,30.8,3.5
12.5,"nominal1","nominal7",1299,55,"nominal9",17.2,9999,9999,9999,170,0.874,21.8,32.4,3.258
12.5,"nominal1","nominal7",1299,63,"nominal9",14.1,9999,9999,9999,160,0.845,21.8,31.5,3.346
12.5,"nominal1","nominal7",1299,63,"nominal9",14.8,9999,9999,9999,160,0.845,21.8,31.5,3.346
12.5,"nominal1","nominal7",1299,63,"nominal9",15.6,9999,9999,9999,165,0.94,32.6,30.4,3.56
12.5,"nominal1","nominal7",1498,63,"nominal9",16.4,9999,9999,9999,172,0.833,24.2,35.6,2.965
12.5,"nominal1","nominal7",1498,63,"nominal9",16.2,9999,9999,9999,172,0.833,24.2,35.6,2.965
12.5,"nominal1","nominal7",1998,98,"nominal9",13.6,9999,9999,9999,192,0.895,56,39.7,2.941
12.5,"nominal1","nominal7",1998,98,"nominal9",13.6,9999,9999,9999,192,0.895,56,39.7,2.941
12.5,"nominal1","nominal7",1793,81,"nominal9",14.1,9999,9999,9999,188,0.85,45.7,40.6,2.683
12.5,"nominal1","nominal7",1299,55,"nominal9",18.1,9999,9999,9999,164,0.79,24,34.6,3.62
12.5,"nominal2","nominal7",1799,90,"nominal9",14.9,0.68,5.3,8,190,0.942,31.9,36.7,3.167
12.5,"nominal1","nominal7",1595,74,"nominal9",16.8,0.632,9999,8.3,186,1.28,27.7,32.3,3.595
12.5,"nominal1","nominal8",1753,55,"nominal9",22.6,0.675,9999,9999,184,1.13,15.1,45.4,2.399
12.5,"nominal1","nominal8",1753,66,"nominal9",18.8,0.675,9999,9999,184,0.97,17.5,47.4,2.298
12.5,"nominal2","nominal7",2198,106,"nominal9",15.9,0.726,9999,9999,198,0.964,38.5,38.1,3.51
12.5,"nominal1","nominal8",1995,74,"nominal9",18.3,0.645,9999,9999,183,0.918,17.4,46.4,2.55
12.5,"nominal1","nominal7",1991,100,"nominal9",13.2,0.772,9999,9999,189,0.774,47.4,42.1,2.676
12.5,"nominal1","nominal8",2461,111,"nominal11",16.5,1094,9999,8.4,181,1.14,15,44.6,2.721
12.5,"nominal6","nominal7",1973,108,"nominal10",12.9,9999,9999,9999,170,0.741,46.5,36.4,3.364
12.5,"nominal5","nominal7",2494,106,"nominal10",13.4,9999,9999,9999,155,0.667,36.9,37.5,3.359
12.5,"nominal1","nominal7",2429,110,"nominal11",15.6,9999,9999,9999,180,0.781,35.7,43.9,2.755
12.5,"nominal1","nominal7",2429,110,"nominal11",16,9999,9999,9999,180,0.781,35.7,43.9,2.755
12.6,"nominal1","nominal8",1896,81,"nominal9",17.7,0.613,9999,8.7,194,1.21,17,45.8,2.527
12.6,"nominal1","nominal7",1749,85,"nominal9",14.6,0.782,9999,9999,187,0.965,32.4,35.2,3.221
12.6,"nominal1","nominal7",1749,85,"nominal9",14.6,0.782,9999,9999,187,0.965,32.4,35.2,3.221
12.6,"nominal1","nominal7",1948,100,"nominal9",14.9,0.654,9999,9999,200,0.96,45.9,36.8,3.156
12.6,"nominal1","nominal7",1242,59,"nominal9",16.3,9999,9999,9999,165,0.742,38,44.5,2.416
12.6,"nominal1","nominal7",1242,59,"nominal9",16.3,9999,9999,9999,165,0.62,38,54.8,1.961
12.6,"nominal1","nominal7",1242,59,"nominal9",16.5,9999,9999,9999,165,0.742,38,44.5,2.416
12.6,"nominal1","nominal7",1242,59,"nominal9",16.5,9999,9999,9999,165,0.62,38,54.8,1.961
12.6,"nominal2","nominal7",1895,87,"nominal9",15.9,0.639,9999,8.6,196,0.954,36.2,37.4,3.18
12.6,"nominal1","nominal7",1762,81,"nominal9",16.2,0.704,9999,9999,189,1.8,33.6,34.1,3.328
12.6,"nominal1","nominal7",1998,108,"nominal9",14.4,0.738,9999,9999,202,0.948,28.9,40.2,2.851
12.6,"nominal1","nominal7",1762,81,"nominal9",16.2,0.666,9999,9999,189,0.871,36.2,39.5,2.941
12.6,"nominal1","nominal8",2188,83,"nominal9",17.8,0.696,9999,9999,185,0.941,18.5,45.7,2.5
12.6,"nominal1","nominal7",2986,108,"nominal11",17.2,0.942,9999,9999,168,0.763,40.1,44.1,2.746
12.6,"nominal1","nominal7",1581,76,"nominal11",17.1,0.739,9999,9999,170,0.969,29.5,30.5,3.721
12.6,"nominal3","nominal7",2972,130,"nominal10",13.3,9999,9999,9999,170,0.833,49.4,40.8,3.491
12.7,"nominal1","nominal7",1242,55,"nominal9",17.6,0.662,9999,9999,170,1.29,26.8,31.8,3.228
12.7,"nominal1","nominal7",1781,92,"nominal9",13.7,0.654,9999,9999,197,1,37.7,32.8,3.538
12.7,"nominal1","nominal8",1870,72,"nominal9",17.9,9999,9999,9999,174,9999,9999,9999,9999
12.7,"nominal1","nominal8",1870,72,"nominal9",17.9,9999,9999,9999,174,9999,9999,9999,9999
12.7,"nominal1","nominal7",1242,55,"nominal9",16.6,0.662,9999,9999,170,1.21,27,32,3.213
12.7,"nominal1","nominal7",1597,66,"nominal9",17.3,0.64,9999,9999,177,0.878,23.2,36.6,2.891
12.7,"nominal1","nominal7",1781,92,"nominal9",14.6,0.667,9999,8.7,195,1.13,29.1,33.2,3.498
12.7,"nominal1","nominal7",2792,128,"nominal11",15.9,1081,9999,9999,187,0.938,25.5,33.2,3.654
12.7,"nominal1","nominal8",1997,80,"nominal11",21.1,0.915,9999,9999,175,1.4,13.6,43.5,2.718
12.7,"nominal1","nominal8",1997,80,"nominal11",21.1,0.915,9999,9999,175,1.4,13.6,43.5,2.718
12.7,"nominal6","nominal7",1590,77,"nominal10",16.3,9999,9999,9999,162,0.865,25.5,30.2,3.969
12.7,"nominal1","nominal7",1840,84,"nominal11",15.8,0.772,9999,9999,170,0.74,39.6,38.3,2.847
12.8,"nominal1","nominal7",1397,60,"nominal9",17,0.713,5.2,8.1,170,0.995,32.6,34.2,3.88
12.8,"nominal1","nominal7",1595,74,"nominal9",15.3,0.639,9999,8.6,183,1.52,32.3,31.1,3.737
12.8,"nominal1","nominal7",1595,74,"nominal9",15.3,0.639,9999,8.6,183,1.52,32.3,31.1,3.737
12.8,"nominal1","nominal8",1905,66,"nominal9",17.3,0.657,9999,9999,178,1.9,17.5,40.8,2.669
12.8,"nominal1","nominal8",1905,66,"nominal9",17.5,0.657,9999,9999,178,1.9,17.5,40.8,2.669
12.8,"nominal1","nominal7",989,41,"nominal9",17.6,9999,9999,9999,140,0.838,25.8,32.1,3.29
12.8,"nominal1","nominal7",989,41,"nominal9",17.6,9999,9999,9999,140,0.838,25.8,32.1,3.29
12.8,"nominal1","nominal7",989,41,"nominal9",17.6,9999,9999,9999,140,0.838,25.8,32.1,3.29
12.8,"nominal1","nominal7",989,41,"nominal9",17.6,9999,9999,9999,140,0.838,25.8,32.1,3.29
12.8,"nominal1","nominal7",1392,55,"nominal9",19.3,9999,9999,9999,169,0.79,31.4,35.7,3.54
12.8,"nominal1","nominal7",1769,84,"nominal9",15.6,9999,9999,9999,173,0.778,27.1,39.7,2.837
12.8,"nominal1","nominal7",1498,59,"nominal9",17.9,9999,9999,9999,170,0.91,18.5,34.3,3.75
12.8,"nominal1","nominal7",1498,59,"nominal9",17.9,9999,9999,9999,170,0.91,18.5,34.3,3.75
12.8,"nominal1","nominal8",1896,81,"nominal9",18.3,0.635,9999,8.8,192,1.1,17,45.8,2.527
12.8,"nominal1","nominal8",1896,81,"nominal9",16.6,0.678,9999,8.4,190,0.941,24.5,48.7,2.386
12.8,"nominal1","nominal8",1896,81,"nominal9",16.8,0.633,9999,8.4,190,0.94,24.6,48.7,2.383
12.8,"nominal1","nominal8",1896,66,"nominal9",17.7,0.706,9999,8.5,176,1.3,19.3,46.8,2.264
12.8,"nominal1","nominal8",1997,80,"nominal9",18.6,0.711,9999,9999,186,1.6,15.2,46.2,2.478
12.8,"nominal1","nominal8",1997,80,"nominal9",18.3,0.721,9999,9999,185,0.984,14.8,47,2.5
12.8,"nominal1","nominal8",1997,80,"nominal9",18.3,0.721,9999,9999,185,0.984,14.8,47,2.5
12.8,"nominal1","nominal7",1998,84,"nominal9",15.9,0.696,9999,9999,182,1.18,53.2,30.4,3.818
12.8,"nominal1","nominal7",1731,85,"nominal9",15.5,9999,9999,9999,190,1.3,38.5,34.5,3.162
12.8,"nominal1","nominal7",1590,85,"nominal9",13.8,9999,9999,9999,186,0.937,44.9,31.5,3.364
12.8,"nominal1","nominal7",1299,56,"nominal9",16.3,0.866,9999,9999,155,0.93,30.7,30.3,3.346
12.8,"nominal1","nominal7",1781,110,"nominal11",15.4,0.831,9999,9999,189,1.178,14.8,29.2,3.9
12.8,"nominal3","nominal7",3947,136,"nominal10",9999,9999,9999,9999,170,0.687,39.9,52.1,2.583
12.8,"nominal1","nominal7",1997,102,"nominal11",13.2,9999,9999,9999,175,0.897,31,33.6,3.352
12.8,"nominal1","nominal7",1997,102,"nominal11",13.2,9999,9999,9999,175,0.893,32,33.8,3.415
12.9,"nominal1","nominal7",1397,60,"nominal9",17,0.713,5.2,8.1,170,0.91,29.8,37.3,2.826
12.9,"nominal1","nominal7",1397,60,"nominal9",17,0.713,5.2,8.1,170,0.91,29.8,37.3,2.826
12.9,"nominal1","nominal8",1896,66,"nominal9",19.3,0.633,9999,8.8,180,1.147,16,41.9,2.774
12.9,"nominal1","nominal8",1896,81,"nominal9",16.4,0.581,9999,8.9,194,1.99,22,42.5,2.7
12.9,"nominal1","nominal7",1998,97,"nominal9",13.8,0.7,9999,9999,195,0.911,42.8,38.9,2.916
12.9,"nominal1","nominal7",1361,55,"nominal9",15.3,0.619,9999,9999,175,0.892,25.6,35.7,2.884
12.9,"nominal1","nominal7",1361,55,"nominal9",15.6,0.619,9999,9999,166,0.799,51.4,37.8,2.724
12.9,"nominal1","nominal8",2088,80,"nominal9",18.3,0.636,9999,9999,192,1.18,17.3,43.9,2.647
12.9,"nominal1","nominal7",1598,55,"nominal9",19.5,0.617,9999,9999,175,1.72,23.7,32.6,3.233
12.9,"nominal1","nominal7",1598,55,"nominal9",19.2,0.637,9999,9999,175,1.72,23.7,32.6,3.233
12.9,"nominal1","nominal7",1390,70,"nominal9",17.6,9999,9999,9999,173,9999,9999,9999,9999
12.9,"nominal3","nominal7",1597,70,"nominal9",17,0.704,9999,9999,171,0.961,28.7,34.2,3.218
12.9,"nominal1","nominal7",1600,85,"nominal9",14.1,0.693,9999,9999,177,0.742,28.2,39.1,2.726
12.9,"nominal1","nominal7",1984,85,"nominal9",15.4,0.678,9999,8.8,192,1.15,23.2,36.4,3.192
12.9,"nominal1","nominal7",1984,85,"nominal9",15.5,0.678,9999,8.8,192,1.14,23.2,36.4,3.2
