"fuel.consumption.country","Attribute1","Attribute2","Attribute3","Attribute4","Attribute5","Attribute6","Attribute7","Attribute8","Attribute9","Attribute10","Attribute11","Attribute12","Attribute13","Attribute14","Attribute15","Attribute16","Attribute17","Attribute18","Attribute19","Attribute20","Attribute21","Attribute22","Attribute23","Attribute24","Attribute25","Attribute26","Attribute27","Attribute28","Attribute29","Attribute30","Attribute31","Attribute32","Attribute33","Attribute34","Attribute35","Attribute36","Attribute37"
4.6,"nominal1","nominal8","nominal9",4,"nominal12",1870,72,18,4000,9999,9999,9999,13.44,9999,9999,12.5,1310,590,18.2,"nominal15","nominal21",1,"nominal29","nominal34","nominal39","nominal47",4508,1752,1442,2670,185,200,0.621,41.1,2.822,"nominal51","nominal57"
4.6,"nominal1","nominal8","nominal9",4,"nominal12",2172,85,20,4300,9999,9999,4750,15.04,9999,9999,8.5,1370,520,16.1,"nominal15","nominal18",1,"nominal29","nominal34","nominal38","nominal46",4629,1711,1428,2605,200,260,9999,44.7,2.521,"nominal51","nominal56"
4.6,"nominal1","nominal8","nominal9",4,"nominal12",2172,85,20,4300,900,9999,9999,15.04,9999,9999,10.9,1370,520,16.1,"nominal15","nominal18",1,"nominal29","nominal34","nominal38","nominal46",4629,1711,1428,2605,200,260,9999,29.5,3.8,"nominal51","nominal56"
4.6,"nominal1","nominal8","nominal9",4,"nominal12",1910,77,18,4000,9999,9999,9999,13.16,9999,9999,10.8,1190,590,15.5,"nominal15","nominal21",1,"nominal29","nominal34","nominal38","nominal43",4390,1741,1420,2540,185,200,9999,45.1,2.416,"nominal51","nominal57"
4.6,"nominal1","nominal8","nominal9",4,"nominal12",1910,77,18,4000,9999,9999,9999,16.78,9999,9999,11.3,1310,520,17,"nominal15","nominal21",1,"nominal29","nominal34","nominal38","nominal43",4466,1743,1462,2593,185,255,9999,45.4,2.558,"nominal51","nominal57"
4.6,"nominal1","nominal7","nominal9",3,"nominal12",989,41,10,5200,9999,9999,9999,11.18,9999,9999,12.8,720,480,17.6,"nominal15","nominal23",2,"nominal28","nominal33","nominal39","nominal42",3410,1475,1420,2345,140,88,9999,32.1,3.29,"nominal50","nominal54"
4.6,"nominal1","nominal7","nominal9",3,"nominal12",989,41,10,5200,9999,9999,9999,11.18,9999,9999,12.8,720,480,17.6,"nominal15","nominal23",2,"nominal28","nominal33","nominal39","nominal42",3410,1475,1420,2345,140,88,9999,32.1,3.29,"nominal50","nominal54"
4.6,"nominal1","nominal7","nominal9",3,"nominal12",989,41,10,5200,9999,9999,9999,11.18,9999,9999,12.8,720,480,17.6,"nominal15","nominal23",2,"nominal28","nominal33","nominal39","nominal42",3410,1475,1420,2345,140,88,9999,32.1,3.29,"nominal50","nominal54"
4.6,"nominal1","nominal7","nominal9",3,"nominal12",989,41,10,5200,9999,9999,9999,11.18,9999,9999,12.8,720,480,17.6,"nominal15","nominal23",2,"nominal28","nominal33","nominal39","nominal42",3410,1475,1420,2345,140,88,9999,32.1,3.29,"nominal50","nominal54"
4.6,"nominal1","nominal8","nominal9",4,"nominal12",1910,77,18,4000,9999,9999,9999,13.16,9999,9999,10.8,1250,595,16.2,"nominal15","nominal21",1,"nominal29","nominal34","nominal38","nominal43",4487,1741,1500,2540,185,200,9999,45.1,2.416,"nominal51","nominal57"
4.7,"nominal2","nominal8","nominal9",4,"nominal12",2148,105,18,4200,750,4750,4600,18.43,9999,9999,10.3,1445,555,13.8,"nominal15","nominal19",2,"nominal29","nominal34","nominal38","nominal43",4526,1728,1426,2715,220,315,9999,52.8,2.2,"nominal50","nominal57"
4.7,"nominal1","nominal7","nominal9",4,"nominal12",1390,55,11,5000,680,9999,9999,11.39,9999,9999,12,895,485,16.3,"nominal15","nominal21",2,"nominal28","nominal33","nominal39","nominal42",3826,1673,1553,2405,173,126,0.602,9999,3.143,"nominal50","nominal54"
4.7,"nominal1","nominal8","nominal9",4,"nominal12",1896,66,20,3750,900,5000,9999,13.92,9999,8.6,13.7,1200,560,18.2,"nominal15","nominal21",1,"nominal29","nominal34","nominal38","nominal47",4152,1735,1427,2513,177,210,0.639,43.2,2.685,"nominal51","nominal57"
4.7,"nominal2","nominal8","nominal9",4,"nominal12",1951,100,19,4000,835,4750,9999,18.03,9999,9999,10.6,1490,510,14.9,"nominal15","nominal20",2,"nominal29","nominal34","nominal38","nominal48",4775,1799,1439,2830,206,280,0.629,46.2,2.6,"nominal51","nominal57"
4.7,"nominal2","nominal8","nominal9",4,"nominal12",1951,100,19,4000,835,4750,9999,18.03,9999,6.7,9.9,1375,500,13.8,"nominal15","nominal20",2,"nominal29","nominal34","nominal38","nominal48",4471,1739,1415,2725,207,280,0.597,47,2.5,"nominal51","nominal57"
4.7,"nominal1","nominal8","nominal9",4,"nominal12",1995,60,19,4300,800,9999,9999,11.65,9999,9999,14.5,1245,520,20.8,"nominal15","nominal18",1,"nominal29","nominal34","nominal38","nominal48",4110,1709,1425,2606,175,185,0.629,41.9,2.768,"nominal51","nominal56"
4.7,"nominal1","nominal8","nominal9",4,"nominal12",1995,60,19,4300,800,9999,9999,11.65,9999,9999,14.5,1245,520,20.8,"nominal15","nominal18",1,"nominal29","nominal34","nominal38","nominal48",4252,1709,1425,2606,175,185,0.589,41.9,2.768,"nominal51","nominal56"
4.7,"nominal1","nominal7","nominal9",3,"nominal12",973,40,10,5600,900,9999,9999,10.59,9999,9999,18,865,495,21.6,"nominal15","nominal18",2,"nominal28","nominal33","nominal39","nominal42",3741,1608,1424,2443,150,82,0.66,36.2,2.842,"nominal52","nominal54"
4.7,"nominal1","nominal7","nominal9",3,"nominal12",973,40,10,5600,900,9999,9999,10.59,9999,9999,18,895,495,22.4,"nominal15","nominal18",2,"nominal28","nominal33","nominal39","nominal42",3741,1608,1424,2443,150,82,0.639,36.2,2.842,"nominal52","nominal54"
4.7,"nominal3","nominal8","nominal9",4,"nominal12",1896,81,20,4150,860,5000,9999,15.58,9999,8.1,12.1,1409,551,17.4,"nominal15","nominal21",1,"nominal29","nominal34","nominal38","nominal44",4675,1740,1461,2702,194,235,0.602,43.7,2.656,"nominal51","nominal57"
4.7,"nominal1","nominal8","nominal9",4,"nominal12",1910,77,18,4000,9999,9999,9999,16.78,9999,9999,10.4,1245,520,16.2,"nominal15","nominal21",1,"nominal29","nominal34","nominal38","nominal43",4257,1712,1425,2540,187,255,9999,44.2,2.416,"nominal51","nominal57"
4.7,"nominal1","nominal8","nominal9",4,"nominal12",1910,77,18,4000,9999,9999,9999,16.78,9999,9999,10.5,1270,500,16.5,"nominal15","nominal21",1,"nominal29","nominal34","nominal38","nominal43",4430,1745,1415,2595,188,255,0.639,44.3,2.558,"nominal51","nominal57"
4.7,"nominal1","nominal7","nominal9",3,"nominal12",993,39,10,5700,850,9999,9999,9.62,9999,9999,16,785,495,20.1,"nominal15","nominal21",1,"nominal28","nominal36","nominal39","nominal42",3845,1590,1380,2365,145,76,9999,32.3,3.18,"nominal50","nominal54"
4.7,"nominal1","nominal8","nominal9",4,"nominal12",1896,81,20,4150,830,5000,9999,15.58,9999,8.8,12.8,1485,580,18.3,"nominal15","nominal21",1,"nominal29","nominal34","nominal38","nominal44",4796,1810,1479,2760,192,235,0.635,45.8,2.527,"nominal51","nominal57"
4.7,"nominal1","nominal8","nominal9",4,"nominal12",1997,80,18,4000,780,9999,9999,15.73,9999,9999,12.8,1484,526,18.6,"nominal17","nominal21",1,"nominal29","nominal34","nominal38","nominal43",4712,1755,1420,2740,186,250,0.711,46.2,2.478,"nominal51","nominal57"
4.7,"nominal1","nominal8","nominal9",4,"nominal12",1910,77,18,4000,9999,9999,9999,16.78,9999,9999,11.9,1350,525,17.5,"nominal15","nominal21",1,"nominal29","nominal34","nominal38","nominal43",4466,1743,1470,2593,185,255,9999,45.4,2.558,"nominal51","nominal57"
4.7,"nominal1","nominal8","nominal9",4,"nominal12",1998,74,19,4000,9999,9999,9999,13.84,9999,9999,9999,1360,570,18.4,"nominal15","nominal21",1,"nominal29","nominal34","nominal39","nominal46",4675,1710,1515,2670,175,220,0.772,40.7,2.772,"nominal51","nominal57"
4.8,"nominal2","nominal8","nominal9",4,"nominal12",2151,85,18,4200,750,4750,4500,14.61,4.7,8.5,12.5,1520,570,17.9,"nominal15","nominal19",2,"nominal29","nominal34","nominal38","nominal43",4818,1799,1440,2833,199,250,0.586,54.5,2.173,"nominal51","nominal55"
4.8,"nominal2","nominal8","nominal9",4,"nominal12",2151,105,18,4200,750,4750,4600,18.4,4.4,7,10.4,1520,570,14.5,"nominal15","nominal19",2,"nominal29","nominal34","nominal38","nominal43",4818,1799,1440,2833,213,315,0.608,54.5,2.173,"nominal50","nominal55"
4.8,"nominal1","nominal8","nominal9",4,"nominal12",1896,81,20,4150,860,5000,9999,15.58,9999,7.7,11.7,1205,560,14.9,"nominal15","nominal21",1,"nominal29","nominal34","nominal38","nominal44",4152,1735,1427,2513,191,235,0.639,47.2,2.459,"nominal51","nominal57"
4.8,"nominal1","nominal7","nominal9",4,"nominal12",999,37,11,5000,700,9999,9999,10.82,9999,10.9,17.4,875,460,23.6,"nominal15","nominal21",1,"nominal28","nominal33","nominal39","nominal42",3536,1639,1460,2323,151,86,0.64,27.7,3.6,"nominal50","nominal54"
4.8,"nominal1","nominal8","nominal9",4,"nominal12",1896,47,23,4300,920,9999,9999,8.22,9999,9999,16.5,1020,460,21.7,"nominal15","nominal21",1,"nominal28","nominal35","nominal40","nominal44",3883,1635,1415,2450,156,124,0.679,38.3,2.684,"missing_value","nominal57"
4.8,"nominal1","nominal8","nominal9",4,"nominal12",1896,66,20,3750,860,5000,9999,13.92,9999,9.3,14.7,1300,540,19.7,"nominal15","nominal21",1,"nominal29","nominal34","nominal38","nominal47",4376,1735,1446,2513,176,210,0.633,43.3,2.679,"nominal51","nominal57"
4.8,"nominal1","nominal8","nominal9",4,"nominal12",1896,81,20,4150,860,5000,9999,15.58,9999,8.1,12.4,1308,532,16.1,"nominal15","nominal21",1,"nominal29","nominal34","nominal38","nominal44",4376,1735,1446,2513,190,235,0.633,48.7,2.383,"nominal51","nominal57"
4.8,"nominal3","nominal8","nominal9",4,"nominal12",1896,66,20,3750,860,5000,9999,13.92,9999,9.6,14.5,1366,534,20.7,"nominal15","nominal21",1,"nominal29","nominal34","nominal38","nominal47",4376,1735,1444,2519,177,210,0.633,41.9,2.774,"nominal51","nominal57"
4.8,"nominal1","nominal7","nominal9",4,"nominal12",1242,44,10,5000,9999,9999,9999,10.32,9999,9999,14.3,860,510,19.5,"nominal15","nominal21",1,"nominal28","nominal36","nominal39","nominal42",3800,1660,1480,2460,155,102,9999,34.3,3.84,"nominal50","nominal54"
4.8,"nominal1","nominal7","nominal9",4,"nominal12",1242,44,10,5000,9999,9999,9999,10.32,9999,9999,14.3,875,510,19.9,"nominal15","nominal21",1,"nominal28","nominal36","nominal39","nominal42",3835,1660,1480,2460,155,102,9999,34.3,3.84,"nominal50","nominal54"
4.8,"nominal1","nominal7","nominal9",3,"nominal12",989,41,10,5200,9999,9999,9999,11.18,9999,9999,15.4,810,510,19.8,"nominal15","nominal23",2,"nominal28","nominal33","nominal39","nominal42",3675,1590,1450,2345,145,88,9999,30.9,3.375,"nominal50","nominal54"
4.8,"nominal1","nominal7","nominal9",3,"nominal12",989,41,10,5200,9999,9999,9999,11.18,9999,9999,15.4,835,485,20.4,"nominal15","nominal23",2,"nominal28","nominal33","nominal39","nominal42",3675,1590,1450,2345,145,88,9999,30.9,3.375,"nominal50","nominal54"
4.8,"nominal1","nominal7","nominal9",4,"nominal12",993,40,9,5500,9999,9999,9999,9.74,9999,9999,9999,765,425,19.1,"nominal15","nominal21",1,"nominal28","nominal33","nominal39","nominal42",3495,1495,1405,2335,150,77,9999,32.7,2.988,"nominal52","nominal54"
4.8,"nominal1","nominal7","nominal9",4,"nominal12",1299,50,10,6000,800,9999,9999,9.58,9999,9999,13,805,485,16.1,"nominal15","nominal21",1,"nominal28","nominal36","nominal39","nominal42",3745,1590,1350,2265,165,99,9999,33.5,3,"nominal50","nominal54"
4.8,"nominal1","nominal8","nominal9",4,"nominal12",1995,81,19,4000,700,5250,9999,15.75,9999,9999,11.4,1245,585,15.4,"nominal15","nominal21",2,"nominal29","nominal34","nominal38","nominal43",4490,1710,1425,2630,195,250,0.532,41.3,2.731,"nominal51","nominal57"
4.8,"nominal1","nominal8","nominal9",4,"nominal12",1995,81,19,4000,700,5250,9999,15.75,9999,9999,11.4,1265,565,15.6,"nominal15","nominal21",2,"nominal29","nominal34","nominal38","nominal43",4490,1710,1425,2630,195,250,0.532,41.3,2.731,"nominal51","nominal57"
4.8,"nominal2","nominal8","nominal9",4,"nominal12",1951,100,19,4000,835,4750,9999,18.03,9999,6.9,10.1,1460,500,14.6,"nominal15","nominal20",2,"nominal29","nominal34","nominal38","nominal48",4478,1739,1409,2725,207,280,0.659,47,2.5,"nominal51","nominal57"
4.8,"nominal1","nominal8","nominal9",4,"nominal12",1995,74,19,4300,800,9999,9999,14.49,9999,9999,12.5,1355,475,18.3,"nominal15","nominal24",1,"nominal29","nominal34","nominal38","nominal46",4288,1709,1465,2611,183,230,0.645,46.4,2.55,"nominal51","nominal57"
4.8,"nominal3","nominal8","nominal9",4,"nominal12",1896,66,20,3750,860,5000,9999,13.92,9999,9.9,15,1406,519,21.3,"nominal15","nominal21",1,"nominal29","nominal34","nominal38","nominal47",4397,1735,1485,2513,177,210,0.678,44.2,2.626,"nominal51","nominal57"
4.8,"nominal1","nominal8","nominal9",4,"nominal12",1997,66,18,4000,820,5150,9999,12.9,9999,9999,14.8,1380,575,20.9,"nominal15","nominal21",1,"nominal29","nominal34","nominal38","nominal43",4740,1760,1460,2700,172,205,0.666,43.4,2.674,"nominal51","nominal57"
4.8,"nominal1","nominal8","nominal9",4,"nominal12",1997,80,18,4000,820,5150,9999,15.73,9999,9999,12.8,1460,575,18.3,"nominal17","nominal21",1,"nominal29","nominal34","nominal38","nominal43",4740,1760,1460,2700,185,250,0.721,47,2.5,"nominal51","nominal57"
4.8,"nominal1","nominal8","nominal9",4,"nominal12",1997,80,18,4000,820,5150,9999,15.73,9999,9999,12.8,1460,575,18.3,"nominal17","nominal21",1,"nominal29","nominal34","nominal38","nominal43",4740,1760,1460,2700,185,250,0.721,47,2.5,"nominal51","nominal57"
4.8,"nominal1","nominal8","nominal9",4,"nominal12",1870,72,18,4000,9999,9999,9999,13.44,9999,9999,13,1360,720,18.9,"nominal15","nominal21",1,"nominal29","nominal34","nominal39","nominal47",4620,1748,1448,2670,177,200,0.696,41.1,2.822,"nominal51","nominal57"
4.8,"nominal1","nominal8","nominal9",4,"nominal12",1995,81,19,4000,700,5250,9999,15.75,9999,9999,11.6,1280,550,15.8,"nominal15","nominal21",2,"nominal29","nominal34","nominal38","nominal43",4570,1710,1500,2630,190,250,0.589,41.3,2.731,"nominal51","nominal57"
4.9,"nominal3","nominal8","nominal9",4,"nominal12",1896,85,18,4000,900,5000,9999,20.55,9999,9999,10.9,1425,550,16.8,"nominal15","nominal21",1,"nominal29","nominal34","nominal38","nominal45",4479,1733,1416,2607,196,310,0.65,49.8,2.333,"nominal51","nominal57"
4.9,"nominal1","nominal7","nominal9",4,"nominal12",1390,44,11,4700,700,9999,9999,10.49,9999,9.1,14.1,895,465,20.3,"nominal15","nominal21",1,"nominal28","nominal33","nominal39","nominal42",3536,1639,1460,2323,160,116,0.659,35,2.868,"nominal50","nominal54"
4.9,"nominal1","nominal8","nominal9",4,"nominal12",1870,72,18,4000,9999,9999,9999,13.44,9999,9999,12.7,1290,550,17.9,"nominal15","nominal21",1,"nominal29","nominal34","nominal39","nominal47",4169,1698,1675,2580,174,200,9999,9999,9999,"nominal51","nominal57"
4.9,"nominal1","nominal8","nominal9",4,"nominal12",1870,72,18,4000,9999,9999,9999,13.44,9999,9999,12.7,1290,550,17.9,"nominal15","nominal21",1,"nominal29","nominal34","nominal39","nominal47",4169,1698,1675,2580,174,200,9999,9999,9999,"nominal51","nominal57"
4.9,"nominal1","nominal8","nominal9",5,"nominal12",2461,103,21,4000,810,9999,9999,14.81,9999,9999,11,1579,541,15.3,"nominal15","nominal21",1,"nominal29","nominal34","nominal38","nominal44",4822,1832,1434,2791,205,290,9999,48.3,2.451,"nominal51","nominal57"
4.9,"nominal1","nominal7","nominal9",4,"nominal12",1108,40,10,5500,9999,9999,9999,9.75,9999,9999,13.8,735,465,18.4,"nominal15","nominal21",1,"nominal28","nominal36","nominal39","nominal42",3332,1508,1440,2200,150,86,9999,29.3,3.26,"nominal50","nominal54"
4.9,"nominal1","nominal8","nominal9",4,"nominal12",1870,66,21,4250,825,4350,5000,11.83,9999,9999,13.2,1245,475,18.9,"nominal15","nominal21",1,"nominal29","nominal35","nominal39","nominal44",4475,1710,1405,2550,180,176,9999,33.7,3.228,"nominal51","nominal57"
4.9,"nominal1","nominal8","nominal9",4,"nominal12",1870,66,21,4250,825,4350,5000,11.83,9999,9999,13.2,1220,520,18.5,"nominal15","nominal21",1,"nominal29","nominal35","nominal39","nominal44",4475,1710,1405,2550,180,176,9999,33.7,3.228,"nominal51","nominal57"
4.9,"nominal1","nominal8","nominal9",4,"nominal12",2184,81,18,4000,9999,9999,9999,13.23,9999,9999,12.3,1320,490,16.3,"nominal15","nominal18",2,"nominal29","nominal34","nominal39","nominal48",4184,1706,1448,2535,185,230,9999,51.7,2.195,"nominal51","nominal57"
4.9,"nominal1","nominal8","nominal9",4,"nominal12",1896,81,20,4150,860,5000,9999,15.58,9999,8.4,12.8,1348,532,16.6,"nominal15","nominal21",1,"nominal29","nominal34","nominal38","nominal44",4397,1735,1485,2515,190,235,0.678,48.7,2.386,"nominal51","nominal57"
4.9,"nominal1","nominal8","nominal9",4,"nominal12",1896,81,20,4150,860,5000,9999,15.58,9999,8.4,12.8,1358,522,16.8,"nominal15","nominal21",1,"nominal29","nominal34","nominal38","nominal44",4409,1735,1485,2515,190,235,0.633,48.7,2.383,"nominal51","nominal57"
4.9,"nominal1","nominal8","nominal9",4,"nominal12",1910,77,18,4000,9999,9999,9999,16.78,9999,9999,10.9,1320,495,17.1,"nominal15","nominal21",1,"nominal29","nominal34","nominal38","nominal43",4430,1745,1420,2595,188,255,0.639,44.3,2.558,"nominal51","nominal57"
4.9,"nominal1","nominal8","nominal11",4,"nominal12",1998,66,19,4000,9999,9999,9999,13.84,9999,9999,12.9,1400,420,21.2,"nominal15","nominal21",1,"nominal29","nominal34","nominal39","nominal46",4295,1705,1570,2670,170,220,0.772,44.4,2.455,"nominal51","nominal57"
5,"nominal2","nominal8","nominal9",4,"nominal12",1665,66,22,4400,820,4800,4800,14.34,9999,9999,13.9,1215,460,18.4,"nominal15","nominal18",1,"nominal29","nominal35","nominal39","nominal44",4210,1698,1393,2696,175,190,0.666,42.8,2.7,"nominal51","nominal57"
5,"nominal1","nominal7","nominal9",4,"nominal12",1199,48,10,5600,780,9999,9999,11.53,9999,9999,16,1035,520,21.6,"nominal15","nominal24",2,"nominal28","nominal33","nominal38","nominal42",4110,1709,1425,2606,165,110,0.609,36.2,2.968,"nominal52","nominal54"
5,"nominal1","nominal7","nominal9",4,"nominal12",1199,48,10,5600,780,9999,9999,11.53,9999,9999,16,1055,520,22,"nominal15","nominal24",2,"nominal28","nominal33","nominal38","nominal42",4110,1709,1425,2606,165,110,0.629,36.2,2.968,"nominal52","nominal54"
5,"nominal1","nominal7","nominal9",4,"nominal12",1289,40,10,4500,800,9999,9999,9.65,9999,9999,15.5,935,485,23.4,"nominal16","nominal24",1,"nominal28","nominal33","nominal39","nominal42",3883,1635,1415,2450,151,99,0.679,35.8,2.875,"nominal50","nominal54"
5,"nominal1","nominal7","nominal9",4,"nominal12",1242,59,11,5000,9999,9999,9999,11.53,9999,9999,11.4,920,510,15.6,"nominal15","nominal21",2,"nominal28","nominal33","nominal39","nominal42",3800,1660,1480,2460,172,114,9999,34.8,3.84,"nominal50","nominal54"
5,"nominal1","nominal7","nominal9",4,"nominal12",1242,59,11,5000,9999,9999,9999,11.53,9999,9999,10.9,930,510,15.8,"nominal15","nominal21",2,"nominal28","nominal33","nominal39","nominal42",3800,1660,1480,2460,172,114,9999,34,3.118,"nominal50","nominal54"
5,"nominal1","nominal7","nominal9",4,"nominal12",1242,59,11,5000,9999,9999,9999,11.53,9999,9999,11.4,935,510,15.8,"nominal15","nominal21",2,"nominal28","nominal33","nominal39","nominal42",3835,1660,1480,2460,172,114,9999,34.8,3.84,"nominal50","nominal54"
5,"nominal1","nominal7","nominal9",4,"nominal12",1299,63,11,6000,9999,9999,9999,12,9999,9999,12.1,900,465,14.3,"nominal15","nominal20",2,"nominal28","nominal33","nominal38","nominal42",3615,1660,1500,2370,175,124,9999,30.4,3.56,"nominal50","nominal54"
5,"nominal2","nominal8","nominal9",4,"nominal12",2151,75,19,4200,750,4750,4800,13.73,5.6,9.4,13.6,1390,580,18.5,"nominal15","nominal19",2,"nominal29","nominal34","nominal38","nominal43",4516,1723,1458,2690,182,235,0.683,47.3,2.456,"nominal51","nominal55"
5,"nominal3","nominal8","nominal9",4,"nominal12",1896,85,18,4000,900,5000,9999,20.55,9999,9999,11.1,1460,550,17.2,"nominal15","nominal21",1,"nominal29","nominal34","nominal38","nominal45",4479,1733,1416,2607,192,310,0.673,49.8,2.333,"nominal51","nominal57"
5,"nominal2","nominal8","nominal9",4,"nominal12",1951,100,19,4000,835,4750,9999,18.03,9999,9999,10.9,1595,625,16,"nominal15","nominal20",2,"nominal29","nominal34","nominal38","nominal48",4808,1799,1445,2827,204,280,0.673,46.2,2.6,"nominal51","nominal57"
5,"nominal1","nominal8","nominal9",4,"nominal12",1753,66,22,4500,850,5200,9999,12.69,9999,9999,14,1363,642,20.7,"nominal15","nominal21",1,"nominal29","nominal35","nominal38","nominal44",4671,1751,1480,2704,176,177,0.697,41.2,2.736,"nominal51","nominal57"
5,"nominal3","nominal8","nominal9",4,"nominal12",1896,81,20,4150,860,5000,9999,15.58,9999,8.3,12.3,1450,550,17.9,"nominal15","nominal21",1,"nominal29","nominal34","nominal38","nominal44",4669,1740,1498,2702,188,235,0.667,45.2,2.567,"nominal51","nominal57"
5.1,"nominal2","nominal8","nominal9",4,"nominal12",2148,85,18,4200,750,4750,4600,14.63,9999,9999,12.1,1455,530,17.1,"nominal15","nominal19",2,"nominal29","nominal34","nominal38","nominal43",4526,1728,1426,2715,198,250,9999,48.7,2.382,"nominal50","nominal57"
5.1,"nominal2","nominal8","nominal9",4,"nominal12",2148,105,18,4200,750,4750,4600,18.43,9999,9999,10.5,1470,530,14,"nominal15","nominal19",2,"nominal29","nominal34","nominal38","nominal43",4526,1728,1426,2715,215,315,9999,48.7,2.382,"nominal50","nominal57"
